,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40
Seq276,0.01526672,0.009632668,0.005176045,0.002471524,0.0012044435,0.00069255574,0.00048830936,0.00040066402,0.0003595415,0.0003386934,0.0003274721,0.00032114453,0.00031743804,0.0003151949,0.00031379782,0.00031290564,0.0003123231,0.00031193538,0.00031167298,0.0003114926,0.00031136695,0.0003112788,0.0003112157,0.0003111703,0.00031113735,0.00031111334,0.00031109538,0.00031108188,0.00031107178,0.00031106392,0.00031105787,0.00031105356,0.00031104987,0.00031104687,0.0003110445,0.00031104274,0.008346375,0.13588735,0.4140943,0.39750758
Seq277,0.015937472,0.010055886,0.00540346,0.002580113,0.0012573615,0.00072298385,0.0005097637,0.00041826742,0.00037533816,0.00035357408,0.0003418598,0.00033525418,0.00033138483,0.00032904313,0.0003275847,0.00032665333,0.00032604518,0.00032564043,0.00032536648,0.00032517817,0.00032504703,0.00032495498,0.00032488914,0.00032484173,0.00032480733,0.00032478225,0.00032476353,0.00032474945,0.0003247389,0.0003247307,0.00032472436,0.00032471985,0.00032471598,0.0003247129,0.00032471042,0.0014588229,0.020959623,0.07176302,0.38000575,0.4800326
Seq278,0.0025974128,0.00163886,0.00088062993,0.00042049444,0.00020491873,0.000117828444,8.307885e-05,6.816721e-05,6.117081e-05,5.7623805e-05,5.5714667e-05,5.463809e-05,5.4007513e-05,5.362587e-05,5.3388183e-05,5.3236367e-05,5.3137253e-05,5.3071315e-05,5.302669e-05,5.2995954e-05,5.297463e-05,5.2959578e-05,5.294887e-05,5.2941145e-05,5.2935542e-05,5.2931453e-05,5.292837e-05,5.2926105e-05,5.2924388e-05,5.2923027e-05,5.2922016e-05,5.292131e-05,5.292065e-05,5.2920146e-05,0.0013176108,0.008441196,0.1589712,0.18809313,0.29689267,0.33887604
Seq279,0.0070810737,0.0044678645,0.002400775,0.0011463525,0.00055864983,0.0003212241,0.00022648968,0.00018583756,0.00016676397,0.00015709411,0.00015188941,0.0001489546,0.00014723536,0.00014619493,0.00014554693,0.00014513319,0.00014486299,0.0001446831,0.00014456145,0.00014447779,0.00014441952,0.00014437863,0.0001443493,0.00014432824,0.00014431296,0.00014430181,0.00014429356,0.00014428723,0.00014428255,0.00014427898,0.00014427608,0.00014427415,0.00014427237,0.00014427099,0.0023100094,0.025911523,0.14312135,0.050311968,0.31827042,0.4398788
Seq280,0.0027155823,0.0017134199,0.0009206943,0.00043962486,0.00021424153,0.00012318906,8.685853e-05,7.1268485e-05,6.395378e-05,6.024541e-05,5.8249414e-05,5.7123856e-05,5.6464592e-05,5.6065586e-05,5.5817083e-05,5.565836e-05,5.5554738e-05,5.5485798e-05,5.5439148e-05,5.540701e-05,5.5384717e-05,5.5368982e-05,5.5357785e-05,5.534971e-05,5.534385e-05,5.5339577e-05,5.5336357e-05,5.533398e-05,5.5332184e-05,5.5330765e-05,5.5329707e-05,5.532897e-05,5.532828e-05,9.9642784e-05,0.00090123346,0.0064629884,0.02314449,0.04159531,0.35541967,0.5646869
Seq281,0.00034159207,0.00021553045,0.00011581379,5.5300246e-05,2.6949363e-05,1.5495905e-05,1.0925901e-05,8.964836e-06,8.044723e-06,7.578247e-06,7.3271717e-06,7.185588e-06,7.1026593e-06,7.052469e-06,7.0212095e-06,7.0012443e-06,6.9882094e-06,6.979538e-06,6.9736698e-06,6.9696266e-06,0.0006641712,0.0036942218,0.0049034148,0.0058760587,0.008197551,0.0030847474,0.027411517,0.059430752,0.06887556,0.029013112,0.027372973,0.08029003,0.09265515,0.021669887,0.21168621,0.11959547,0.0708301,0.082006186,0.05059067,0.031275485
Seq282,0.0075311973,0.0047518737,0.0025533864,0.0012192235,0.0005941618,0.00034164352,0.00024088708,0.00019765082,0.00017736475,0.00016708022,0.00016154467,0.00015842321,0.00015659478,0.0001554882,0.00015479903,0.0001543589,0.00015407153,0.00015388026,0.0001537508,0.00015366184,0.00015359986,0.00015355635,0.00015352525,0.00015350284,0.0001534866,0.00015347474,0.00015346588,0.00015345923,0.00015345425,0.00015345037,0.00015344737,0.00015344525,0.00015344341,0.00015344196,0.0002312763,0.011046296,0.03188591,0.2757434,0.38750947,0.27210388
Seq283,0.0015261859,0.00096296007,0.0005174396,0.0002470737,0.000120406,6.9233516e-05,4.8815382e-05,4.005362e-05,3.594268e-05,3.3858538e-05,3.27368e-05,3.2104224e-05,3.173371e-05,3.1509462e-05,3.1369804e-05,3.1280597e-05,3.1222364e-05,3.118362e-05,3.1157368e-05,3.1139338e-05,3.112678e-05,3.1117965e-05,3.1111675e-05,3.1107105e-05,3.1103842e-05,3.110141e-05,3.109963e-05,3.1098265e-05,3.1097257e-05,3.1096486e-05,3.1095893e-05,4.591233e-05,0.0011466126,0.0047312863,0.021511555,0.04176179,0.21266803,0.12738979,0.26772398,0.3187615
Seq284,0.009033466,0.005699743,0.0030627174,0.0014624252,0.0007126809,0.00040979206,0.00028893747,0.00023707673,0.00021274418,0.00020040816,0.0001937684,0.00019002432,0.00018783113,0.00018650385,0.0001856772,0.00018514929,0.00018480458,0.00018457517,0.00018441989,0.00018431318,0.00018423882,0.00018418666,0.00018414932,0.00018412246,0.00018410297,0.00018408876,0.00018407813,0.00018407014,0.00018406416,0.00018405952,0.00018405593,0.00018405338,0.00018405118,0.00044179888,0.004573683,0.10433355,0.04742269,0.1526936,0.32379267,0.34116158
Seq285,0.0014928143,0.000941904,0.00050612557,0.0002416713,0.00011777321,6.771969e-05,4.774801e-05,3.9177827e-05,3.515678e-05,3.3118202e-05,3.2020962e-05,3.140225e-05,3.1039803e-05,3.0820465e-05,3.0683856e-05,3.059663e-05,3.0539668e-05,3.0501742e-05,3.0476069e-05,3.0458461e-05,3.0446148e-05,3.0437555e-05,3.0431373e-05,3.0426932e-05,3.0423711e-05,3.0421363e-05,3.041962e-05,3.0418287e-05,3.0417299e-05,3.0416544e-05,3.0415937e-05,3.0415502e-05,0.00036251906,0.0072144424,0.023513004,0.04566126,0.12064199,0.23780364,0.27336937,0.287237
Seq286,0.0022360138,0.001410832,0.0007581005,0.00036198748,0.00017640676,0.00010143398,7.151938e-05,5.8682588e-05,5.265965e-05,4.960617e-05,4.7962618e-05,4.7035872e-05,4.649299e-05,4.616445e-05,4.595983e-05,4.5829183e-05,4.5743862e-05,4.5687055e-05,4.564864e-05,4.5622226e-05,4.560382e-05,4.559091e-05,4.5581648e-05,4.557504e-05,4.5570174e-05,4.5566696e-05,4.5564044e-05,4.556209e-05,4.556061e-05,4.5559438e-05,4.555853e-05,4.5557917e-05,0.0006367827,0.018531267,0.096204184,0.09618221,0.08060727,0.20573731,0.31461975,0.18119505
Seq287,0.003322688,0.0020964786,0.0011265277,0.00053790875,0.0002621382,0.0001507296,0.00010627689,8.720158e-05,7.825157e-05,7.371413e-05,7.127183e-05,6.989471e-05,6.9088e-05,6.859978e-05,6.8295725e-05,6.810159e-05,6.79748e-05,6.789038e-05,6.78333e-05,6.779405e-05,6.7766705e-05,6.77475e-05,6.773375e-05,6.772393e-05,6.77167e-05,6.771153e-05,6.7707595e-05,6.7704685e-05,6.770249e-05,6.770075e-05,6.769939e-05,6.7698486e-05,6.7697714e-05,0.0020049172,0.010771987,0.045914836,0.14161238,0.20281778,0.43363744,0.15383165
Seq288,0.00025938245,0.00016365958,8.7941306e-05,4.199133e-05,2.0463556e-05,1.1766561e-05,8.296403e-06,6.8073077e-06,6.108634e-06,5.754423e-06,5.5637674e-06,5.4562634e-06,5.3932877e-06,0.0003197085,0.010425007,0.05937256,0.018464908,0.0048141684,0.08578668,0.018867355,0.042250674,0.05644299,0.038162477,0.04452634,0.0058629033,0.025269967,0.02919996,0.030217648,0.041327473,0.014644858,0.03855226,0.049136665,0.06360643,0.058836658,0.03909968,0.11945854,0.0024901275,0.021751916,0.06921059,0.011272799
Seq289,0.0058317957,0.003679622,0.0019772192,0.0009441079,0.0004600903,0.0002645523,0.00018653134,0.00015305127,0.00013734272,0.00012937887,0.0001250924,0.0001226753,0.000121259436,0.00012040257,0.0001198689,0.00011952809,0.00011930556,0.000119157456,0.000119057215,0.00011898831,0.00011894032,0.00011890663,0.00011888254,0.0001188652,0.000118852615,0.00011884343,0.00011883658,0.00011883142,0.00011882757,0.000118824566,0.00015116649,0.0016802389,0.058258448,0.116850354,0.09632922,0.040519737,0.18339595,0.067301355,0.16087459,0.25848126
Seq290,0.013502808,0.008519713,0.004578006,0.0021859647,0.0010652825,0.000612538,0.0004318902,0.00035437135,0.00031800018,0.00029956087,0.00028963608,0.00028403956,0.0002807613,0.00027877733,0.0002775417,0.0002767526,0.00027623738,0.00027589445,0.00027566234,0.00027550283,0.0002753917,0.0002753137,0.00027525792,0.00027521775,0.00027518862,0.00027516737,0.0002751515,0.00027513955,0.00027513062,0.0002751237,0.0002751183,0.0002751145,0.0002751112,0.00027510858,0.0002751065,0.00080228015,0.011953566,0.023402994,0.320375,0.60467964
Seq291,0.00043897686,0.00027697624,0.00014883118,7.106581e-05,3.4632398e-05,1.9913636e-05,1.4040769e-05,1.1520624e-05,1.0338195e-05,9.738732e-06,9.416086e-06,9.234139e-06,9.127568e-06,9.063068e-06,9.022898e-06,8.997239e-06,8.980489e-06,8.969345e-06,8.961795e-06,8.956609e-06,8.952996e-06,8.950461e-06,8.948651e-06,8.947337e-06,8.946399e-06,0.00044864052,0.0029377143,0.009725987,0.06561053,0.068958126,0.040231455,0.057487,0.07128204,0.029643772,0.06385435,0.2295892,0.072651595,0.16820051,0.04180263,0.076404884
Seq292,0.004864441,0.0030692609,0.0016492453,0.0007875026,0.0003837723,0.0002206693,0.00015559018,0.00012766378,0.000114560906,0.000107918066,0.000104342515,0.0001023264,0.00010114536,0.00010043062,9.9985475e-05,9.970125e-05,9.951564e-05,9.939204e-05,9.930848e-05,9.925101e-05,9.921098e-05,9.918288e-05,9.916274e-05,9.914836e-05,9.9137775e-05,9.913021e-05,9.912444e-05,9.912018e-05,9.911697e-05,9.911442e-05,9.911243e-05,9.9111116e-05,9.910997e-05,0.00033907217,0.005588439,0.06760411,0.09737501,0.21587217,0.21857518,0.38087118
Seq293,0.002574732,0.0016245493,0.00087294035,0.00041682267,0.0002031294,0.000116799565,8.23534e-05,6.757198e-05,6.0636667e-05,5.7120636e-05,5.5228167e-05,5.416099e-05,5.3535918e-05,5.3157608e-05,5.2921998e-05,5.277151e-05,5.2673262e-05,5.2607895e-05,5.2563664e-05,5.2533196e-05,5.2512056e-05,5.2497136e-05,5.248652e-05,5.2478863e-05,5.2473308e-05,5.246926e-05,5.2466203e-05,5.2463954e-05,5.2462252e-05,5.2460902e-05,5.2459898e-05,5.24592e-05,5.245855e-05,0.0006930518,0.021786578,0.072199404,0.10149947,0.07698889,0.609833,0.10970861
Seq294,0.004111036,0.0025938936,0.00139381,0.0006655342,0.00032433364,0.00018649202,0.00013149237,0.00010789111,9.681761e-05,9.120362e-05,8.818202e-05,8.647808e-05,8.5480046e-05,8.4875996e-05,8.44998e-05,8.425951e-05,8.410264e-05,8.3998275e-05,8.3927574e-05,8.387901e-05,8.3845174e-05,8.3821426e-05,8.380449e-05,8.3792176e-05,8.378339e-05,8.377684e-05,8.377204e-05,8.376837e-05,8.3765655e-05,8.3763574e-05,8.3761974e-05,8.376077e-05,8.375974e-05,8.375894e-05,0.0013821227,0.01117823,0.10266601,0.046264246,0.25961137,0.5671729
Seq295,0.0008037988,0.00050716376,0.00027252093,0.00013012678,6.341443e-05,3.6463345e-05,2.5709689e-05,2.1095115e-05,1.893e-05,1.7832339e-05,1.7241535e-05,1.6908376e-05,1.6713237e-05,1.6595133e-05,1.6521579e-05,1.6474596e-05,1.6443924e-05,1.6423519e-05,1.6409711e-05,1.6400198e-05,1.63936e-05,1.6388942e-05,1.638563e-05,1.6383237e-05,1.6381504e-05,1.6380238e-05,1.6379285e-05,4.8002257e-05,0.00072810083,0.0019037749,0.009488929,0.013719697,0.030013768,0.010381725,0.088490635,0.13393812,0.18821366,0.12209739,0.23237118,0.16642715
Seq296,0.010589131,0.0066813035,0.0035901503,0.0017142707,0.00083541265,0.0004803627,0.00033869562,0.00027790407,0.00024938112,0.00023492072,0.00022713754,0.00022274865,0.0002201778,0.00021862192,0.00021765292,0.0002170341,0.00021663004,0.00021636112,0.0002161791,0.000216054,0.00021596685,0.00021590569,0.00021586193,0.00021583044,0.00021580761,0.00021579093,0.00021577848,0.00021576912,0.00021576212,0.00021575668,0.00021575244,0.00021574947,0.00021574688,0.028281342,0.063959256,0.16740258,0.19523937,0.23214906,0.09177889,0.19120385
Seq297,0.0012098595,0.00076337124,0.00041019206,0.00019586373,9.544989e-05,5.4883763e-05,3.8697617e-05,3.17519e-05,2.8493016e-05,2.6840842e-05,2.595155e-05,2.545011e-05,2.5156369e-05,2.49786e-05,2.4867888e-05,2.4797195e-05,2.475103e-05,2.4720295e-05,2.4699508e-05,2.4685216e-05,2.4675259e-05,2.466827e-05,2.466326e-05,2.4659685e-05,2.465705e-05,2.465517e-05,2.4653737e-05,2.4652678e-05,2.465188e-05,3.7157824e-05,0.0007348053,0.015364466,0.07505826,0.08596064,0.04290198,0.2869733,0.114158034,0.16245767,0.115396574,0.09762965
Seq298,0.0028165837,0.0017771476,0.0009549375,0.00045597574,0.0002222099,0.0001277708,9.008903e-05,7.391916e-05,6.63324e-05,6.24861e-05,6.041593e-05,5.9248505e-05,5.8564718e-05,5.8150876e-05,5.7893132e-05,5.7728506e-05,5.762103e-05,5.754952e-05,5.750108e-05,5.746781e-05,5.7444628e-05,5.7428362e-05,5.741675e-05,5.7408317e-05,5.7402296e-05,5.7397807e-05,5.7394525e-05,5.7392004e-05,5.7390145e-05,5.738872e-05,0.0053093033,0.017503178,0.039335806,0.38585892,0.026369588,0.11619542,0.073334955,0.07815469,0.21970476,0.030429713
Seq299,0.0034764586,0.0021935017,0.0011786628,0.00056280295,0.0002742697,0.00015770529,0.00011119533,9.123713e-05,8.187293e-05,7.7125515e-05,7.4570264e-05,7.312933e-05,7.228535e-05,7.177455e-05,7.1456416e-05,7.125322e-05,7.112057e-05,7.103231e-05,7.0972594e-05,7.0931455e-05,7.090291e-05,7.088276e-05,7.086843e-05,7.085809e-05,7.08506e-05,7.084512e-05,7.084099e-05,7.083796e-05,7.083566e-05,7.0833834e-05,7.083249e-05,7.083154e-05,7.083066e-05,7.0829985e-05,0.0006643286,0.008348535,0.06777641,0.16590989,0.2573016,0.490084
Seq300,0.006726354,0.004244051,0.0022805112,0.0010889276,0.000530665,0.0003051328,0.00021514398,0.0001765283,0.00015841016,0.0001492247,0.00014428073,0.00014149284,0.00013985981,0.00013887149,0.00013825597,0.0001378629,0.00013760623,0.0001374354,0.00013731979,0.00013724032,0.00013718496,0.00013714611,0.00013711832,0.00013709831,0.0001370838,0.0001370732,0.0001370653,0.00013705935,0.00013705491,0.00013705145,0.00013704876,0.00013704687,0.00013704524,0.00013704394,0.00056114135,0.018117122,0.2562487,0.3605997,0.09076165,0.25452733
Seq301,0.0024926243,0.0015727428,0.0008451024,0.00040353028,0.00019665163,0.00011307485,7.9727164e-05,6.5417116e-05,5.8702975e-05,5.529907e-05,5.346695e-05,5.2433854e-05,5.1828665e-05,5.1462423e-05,5.1234325e-05,5.1088682e-05,5.0993567e-05,5.093024e-05,5.088737e-05,5.085797e-05,5.0837407e-05,5.082306e-05,5.0812738e-05,5.0805324e-05,5.0799947e-05,5.079602e-05,5.0793114e-05,5.0790884e-05,5.078924e-05,5.0787978e-05,5.0786963e-05,5.0786235e-05,5.0785657e-05,0.0004423103,0.003663723,0.012038926,0.06849888,0.20107411,0.2778098,0.42941386
Seq302,0.008800715,0.005552887,0.0029838036,0.0014247447,0.0006943181,0.00039923345,0.00028149277,0.00023096826,0.00020726265,0.00019524447,0.00018877581,0.00018512827,0.00018299151,0.00018169843,0.00018089307,0.00018037885,0.00018004303,0.00017981944,0.00017966825,0.00017956427,0.00017949186,0.00017944102,0.00017940458,0.0001793784,0.00017935941,0.00017934556,0.00017933529,0.00017932741,0.00017932162,0.00017931717,0.00017931357,0.00017931119,0.00017930896,0.00017930724,0.00017930588,0.0037181645,0.042011056,0.15581255,0.3283549,0.4448234
Seq303,0.0017462567,0.0011018157,0.00059205305,0.00028270102,0.00013776815,7.921679e-05,5.5854427e-05,4.582924e-05,4.112552e-05,3.8740847e-05,3.7457317e-05,3.6733563e-05,3.6309586e-05,3.6053007e-05,3.5893205e-05,3.5791174e-05,3.572454e-05,3.568018e-05,3.565014e-05,3.5629546e-05,3.5615143e-05,3.5605088e-05,3.559786e-05,3.5592664e-05,3.5588895e-05,3.558615e-05,3.558411e-05,3.5582547e-05,3.5581397e-05,3.5580513e-05,3.55798e-05,3.557929e-05,0.00038190142,0.006090857,0.015655689,0.033063207,0.24094711,0.1725227,0.43973467,0.08669451
Seq304,0.0032626654,0.0020586066,0.001106178,0.000528192,0.00025740277,0.0001480068,0.000104357096,8.562628e-05,7.6837954e-05,7.2382485e-05,6.998438e-05,6.863213e-05,6.783998e-05,6.73606e-05,6.706203e-05,6.687139e-05,6.674689e-05,6.666401e-05,6.660789e-05,6.656941e-05,6.6542496e-05,6.652372e-05,6.6510205e-05,6.65005e-05,6.6493456e-05,6.648833e-05,6.648452e-05,6.64816e-05,6.647945e-05,6.64778e-05,6.647647e-05,6.647552e-05,6.647476e-05,6.6474124e-05,0.002052663,0.007393983,0.17293704,0.15973713,0.25125453,0.3973192
Seq305,0.0006266777,0.00039540773,0.00021246949,0.000101452635,4.9440743e-05,2.8428454e-05,2.0044423e-05,1.644671e-05,1.4758689e-05,1.3902902e-05,1.3442272e-05,1.3182538e-05,1.3030385e-05,1.2938307e-05,1.288096e-05,1.2844344e-05,1.2820431e-05,1.2804509e-05,0.00013135672,0.0036304651,0.07506405,0.054088652,0.102493785,0.07148031,0.14104265,0.121932805,0.12986273,0.06575401,0.034152903,0.0073630973,0.007890192,0.0036383413,0.011090404,0.011539842,0.0072849286,0.010204723,0.031485338,0.022402937,0.027316349,0.058567107
Seq306,0.0044329963,0.0027970371,0.0015029679,0.0007176562,0.00034973418,0.00020109734,0.00014179034,0.000116340714,0.00010439999,9.834633e-05,9.50881e-05,9.325071e-05,9.21745e-05,9.152316e-05,9.111749e-05,9.085839e-05,9.068923e-05,9.05767e-05,9.0500456e-05,9.044808e-05,9.04116e-05,9.0386e-05,9.036773e-05,9.035445e-05,9.0344976e-05,9.0337904e-05,9.033274e-05,9.032878e-05,9.032585e-05,9.032361e-05,9.032188e-05,9.0320595e-05,9.0319474e-05,9.0318616e-05,0.00033840246,0.017665112,0.093866184,0.27122158,0.39239487,0.21187043
Seq307,0.0015295086,0.0009650567,0.00051856623,0.0002476116,0.00012066816,6.938425e-05,4.8921665e-05,4.0140825e-05,3.6020938e-05,3.3932258e-05,3.2808075e-05,3.2174124e-05,3.1802803e-05,3.1578067e-05,3.1438103e-05,3.1348703e-05,3.1290343e-05,3.125151e-05,3.122521e-05,3.1207135e-05,3.119455e-05,3.1185715e-05,3.1179414e-05,3.1174834e-05,3.1171563e-05,3.1169126e-05,3.1167343e-05,3.1165975e-05,3.1164964e-05,3.116419e-05,3.1163596e-05,4.655738e-05,0.00020778425,0.0060630385,0.025622863,0.1939869,0.14160044,0.1897649,0.20823649,0.23020229
Seq308,0.0006435318,0.00040604195,0.00021818372,0.00010418115,5.0770395e-05,2.919302e-05,2.0583504e-05,1.6889033e-05,1.5155614e-05,1.4276812e-05,1.3803792e-05,1.3537074e-05,1.338083e-05,1.3286275e-05,1.3227385e-05,1.3189784e-05,1.3165228e-05,1.3148879e-05,1.3137823e-05,1.313022e-05,1.3124925e-05,1.3121207e-05,1.31185425e-05,1.3116641e-05,0.0008572213,0.006648394,0.015331095,0.019888213,0.016766416,0.04494327,0.13086817,0.08299102,0.08475819,0.06568828,0.07440296,0.05562327,0.09242773,0.03393792,0.24818766,0.024975872
Seq309,0.0060961735,0.0038464332,0.0020668532,0.0009869074,0.00048094793,0.0002765453,0.00019498743,0.00015998966,0.00014356898,0.0001352441,0.00013076332,0.00012823663,0.0001267566,0.00012586087,0.00012530302,0.00012494676,0.00012471413,0.00012455932,0.00012445453,0.00012438251,0.00012433235,0.00012429713,0.00012427194,0.00012425381,0.00012424066,0.00012423105,0.0001242239,0.00012421851,0.00012421448,0.00012421134,0.0001242089,0.00012420719,0.00016479741,0.0038804607,0.03951583,0.02990305,0.068126366,0.22371976,0.31162515,0.30592602
Seq310,0.0007394291,0.0004665491,0.00025069693,0.00011970597,5.8336074e-05,3.3543292e-05,2.365081e-05,1.940578e-05,1.7414051e-05,1.6404292e-05,1.58608e-05,1.555432e-05,1.5374808e-05,1.5266163e-05,1.5198499e-05,1.51552795e-05,1.5127064e-05,1.5108293e-05,1.509559e-05,1.508684e-05,1.5080769e-05,1.50764845e-05,1.5073436e-05,1.5071237e-05,1.5069641e-05,1.5068477e-05,1.5067601e-05,1.5066955e-05,1.5066466e-05,1.5066078e-05,0.0016549557,0.0041622906,0.012073695,0.010664903,0.011249653,0.22629723,0.17596453,0.31176674,0.1585712,0.08554609
Seq311,0.0012242087,0.0007724251,0.00041505706,0.00019818672,9.658195e-05,5.5534703e-05,3.915658e-05,3.2128486e-05,2.8830953e-05,2.715918e-05,2.6259342e-05,2.5751957e-05,2.545473e-05,2.5274854e-05,2.5162828e-05,2.5091298e-05,2.5044585e-05,2.5013482e-05,2.4992452e-05,2.4977988e-05,2.4967914e-05,2.4960842e-05,2.4955772e-05,2.4952154e-05,2.4949491e-05,2.4947589e-05,2.4946135e-05,2.4945066e-05,2.4944256e-05,2.4943614e-05,0.00062385155,0.009611922,0.02931542,0.08196177,0.0695209,0.07641477,0.04286961,0.27667424,0.34962395,0.059991755
Seq312,0.0007850267,0.00049531943,0.0002661563,0.00012708771,6.193344e-05,3.561176e-05,2.510925e-05,2.0602449e-05,1.8487897e-05,1.7415872e-05,1.6838881e-05,1.6513504e-05,1.6322922e-05,1.6207576e-05,1.6135738e-05,1.6089854e-05,1.60599e-05,1.603997e-05,1.602647e-05,1.6017195e-05,1.6010734e-05,1.6006199e-05,1.6002963e-05,0.00029453865,0.004726729,0.0065146335,0.007473834,0.0035172745,0.018964797,0.04154773,0.10729599,0.1437112,0.07934453,0.12313347,0.12596212,0.06085152,0.041071247,0.04167155,0.0995345,0.092321314
Seq313,0.0038732914,0.0024438864,0.0013132048,0.0006270457,0.00030557712,0.00017570703,0.00012388805,0.00010165171,9.121861e-05,8.592927e-05,8.308234e-05,8.147694e-05,8.0536614e-05,7.99675e-05,7.961306e-05,7.938667e-05,7.9238875e-05,7.914054e-05,7.907393e-05,7.902817e-05,7.8996294e-05,7.897393e-05,7.895796e-05,7.894644e-05,7.893808e-05,7.893198e-05,7.892739e-05,7.8924e-05,7.892145e-05,9.4425435e-05,0.0035790065,0.06881302,0.12651157,0.1895114,0.11972724,0.1162596,0.11434296,0.058327068,0.1050763,0.087104835
Seq314,0.0019882866,0.0012545265,0.0006741111,0.00032188318,0.00015686272,9.019619e-05,6.359581e-05,5.2181145e-05,4.6825488e-05,4.4110297e-05,4.2648873e-05,4.182477e-05,4.134207e-05,4.1049927e-05,4.086798e-05,4.075177e-05,4.06759e-05,4.0625422e-05,4.0591265e-05,4.0567735e-05,4.055141e-05,4.053989e-05,4.0531693e-05,4.052578e-05,4.052149e-05,4.051836e-05,4.0516003e-05,4.0514264e-05,4.051295e-05,4.0511906e-05,4.0511135e-05,4.0510597e-05,5.9812563e-05,0.0009851119,0.0048386585,0.065929614,0.07636363,0.19293194,0.41224435,0.24105708
Seq315,0.010234555,0.0064575807,0.0034699347,0.0016568685,0.0008074389,0.00046427784,0.00032735444,0.0002685985,0.00024103065,0.00022705444,0.00021953187,0.00021528994,0.00021280517,0.0002113014,0.00021036484,0.00020976675,0.0002093762,0.00020911629,0.00020894037,0.00020881945,0.00020873523,0.00020867611,0.00020863384,0.0002086034,0.0002085813,0.0002085652,0.00020855317,0.00020854411,0.00020853734,0.00020853209,0.00020852801,0.00020852513,0.00020852264,0.00020852065,0.00020851906,0.00076857576,0.014918657,0.03412128,0.35215738,0.5686355
